Data set,Ligand InChI,LogBIO,PubChem SID,BS+AICc,BS+r2a,FS+AIC,FS+BIC,FS+r2a,FS+RIC1,FS+RIC2,FS+RIC3,FS+RIC4
Training set,"InChI=1S/C23H23NO2/c1-17-8-10-19(11-9-17)23(25)16-22(18-6-4-3-5-7-18)24-20-12-14-21(26-2)15-13-20/h3-15,22,24H,16H2,1-2H3",5.95117,104142733,5.871,5.668,5.816,5.834,5.948,5.816,5.816,5.816,5.816
Training set,"InChI=1S/C22H16ClF3N2O3/c23-17-7-3-15(4-8-17)21(29)13-20(14-1-5-16(6-2-14)22(24,25)26)27-18-9-11-19(12-10-18)28(30)31/h1-12,20,27H,13H2",7.09691,104142723,7.208,7.309,7.434,7.211,7.186,7.434,7.434,7.434,7.434
Training set,"InChI=1S/C22H25ClN2/c1-13-11-17(16-8-6-7-15-9-10-25(5)21(15)16)19(23)18-14(2)12-22(3,4)24-20(13)18/h6-11,14,24H,12H2,1-5H3",6.187087,160856434,7.118,6.646,6.766,7.176,6.607,6.766,6.766,6.766,6.766
Training set,"InChI=1S/C17H23BrO2/c1-10-5-11(2)14(12(3)6-10)7-13-8-17(20-4)15(18)9-16(13)19/h8-10,12,14,19H,2,5-7H2,1,3-4H3/t10-,12+,14+/m0/s1",7.075721,103979819,7.183,7.531,7.043,6.653,7.209,7.043,7.043,7.043,7.043
Training set,"InChI=1S/C24H25FN2OS/c1-23-14-27-15-26-22(16-8-10-18(25)11-9-16)19(27)13-17(23)5-3-6-20(23)24(2,28)21-7-4-12-29-21/h4,7-13,15,20,28H,3,5-6,14H2,1-2H3/t20-,23-,24-/m0/s1",6.638272,104158185,6.958,7.029,6.869,7.221,6.963,6.869,6.869,6.869,6.869
Training set,"InChI=1S/C24H29NO2/c1-6-7-8-21-23-17(18-13-16(26-5)9-12-20(18)27-21)10-11-19-22(23)15(2)14-24(3,4)25-19/h9-14,21,25H,6-8H2,1-5H3",8.455932,103966311,8.082,8.075,7.857,7.88,8.096,7.857,7.857,7.857,7.857
Training set,"InChI=1S/C19H19F2NO/c1-10-8-19(2,3)22-16-5-4-12-13-6-11(20)7-15(21)18(13)23-9-14(12)17(10)16/h4-7,10,22H,8-9H2,1-3H3",7.346787,104020815,7.723,7.199,7.644,7.583,7.427,7.644,7.644,7.644,7.644
Training set,"InChI=1S/C26H22ClNO/c1-16-15-26(2,3)28-21-13-12-19-18-9-5-7-11-22(18)29-23(25(19)24(16)21)14-17-8-4-6-10-20(17)27/h4-15,28H,1-3H3/b23-14-",8.886057,103962107,8.321,8.104,8.474,8.711,8.483,8.474,8.474,8.474,8.474
Training set,"InChI=1S/C17H22Br2O2/c1-10-5-6-16(19)17(2,3)12(10)7-11-8-15(21-4)13(18)9-14(11)20/h8-9,12,16,20H,1,5-7H2,2-4H3/t12-,16+/m0/s1",6.309804,103979818,5.969,6.319,5.903,6.706,6.145,5.903,5.903,5.903,5.903
Training set,"InChI=1S/C22H23F2N3O2/c1-5-29-27-20-17-15(26-22(3,4)21(20)28)9-14(23)16(18(17)24)13-8-6-7-12-11(2)10-25-19(12)13/h6-10,21,25-26,28H,5H2,1-4H3/b27-20-",7.568636,131343596,5.49,6.253,5.565,5.406,5.825,5.565,5.565,5.565,5.565
Training set,"InChI=1S/C29H39NO3/c1-28-18-25(19-5-8-21(9-6-19)30(2)3)27-23-12-10-22(32)17-20(23)7-11-24(27)26(28)13-15-29(28,33)14-4-16-31/h5-6,8-9,17,24-26,31,33H,4,7,10-16,18H2,1-3H3/t24-,25+,26-,28+,29+/m0/s1",7.744727,160845660,7.855,8.299,7.907,7.599,7.881,7.907,7.907,7.907,7.907
Training set,"InChI=1S/C19H19FN2O3/c1-10-8-19(2,3)21-15-5-4-12-13-6-11(20)7-16(22(23)24)18(13)25-9-14(12)17(10)15/h4-7,10,21H,8-9H2,1-3H3",6.431798,104020817,6.866,6.938,7.277,7.768,7.02,7.277,7.277,7.277,7.277
Training set,"InChI=1S/C22H20N2O3/c1-16-7-9-18(10-8-16)22(25)15-21(17-5-3-2-4-6-17)23-19-11-13-20(14-12-19)24(26)27/h2-14,21,23H,15H2,1H3",7.180456,104142732,7.093,7.151,7.103,6.912,6.875,7.103,7.103,7.103,7.103
Training set,"InChI=1S/C22H20N2OS/c1-21-13-22(2,19(25)24-20-23-11-12-26-20)18(14-7-3-5-9-16(14)21)15-8-4-6-10-17(15)21/h3-12,18H,13H2,1-2H3,(H,23,24,25)",7.508638,104103517,7.344,7.347,7.059,7.017,7.123,7.059,7.059,7.059,7.059
Training set,"InChI=1S/C13H8N2O3S/c16-13-14-11-5-4-9(7-12(11)19-13)8-2-1-3-10(6-8)15(17)18/h1-7H,(H,14,16)",6.478862,104001283,6.579,6.772,6.865,6.205,,6.865,6.865,6.865,6.865
Training set,"InChI=1S/C27H27NO4S/c1-15-13-27(2,3)28-18-7-6-17-24(23(15)18)21(12-22-16(14-30-4)10-11-33-22)32-20-9-8-19(29)26(31-5)25(17)20/h6-13,28-29H,14H2,1-5H3/b21-12-",6.721246,46518683,6.98,6.73,6.57,6.421,7.008,6.57,6.57,6.57,6.57
Training set,"InChI=1S/C23H21NO2S/c1-27(25,26)24-20-10-6-7-17(15-20)16-23-21-11-4-2-8-18(21)13-14-19-9-3-5-12-22(19)23/h2-12,15-16,24H,13-14H2,1H3",7.004365,194946061,7.255,6.709,7.36,8.074,7.188,7.36,7.36,7.36,7.36
Training set,"InChI=1S/C30H31NO3S/c1-7-8-17(2)19-13-14-35-25(19)15-24-27-20(28-23(34-24)12-11-22(32)29(28)33-6)9-10-21-26(27)18(3)16-30(4,5)31-21/h8-16,31-32H,7H2,1-6H3/b17-8+,24-15-",7.244125,46518692,6.38,6.568,6.357,7.257,6.166,6.357,6.357,6.357,6.357
Training set,"InChI=1S/C23H21NO3S/c1-16(17-9-7-10-19(14-17)24-28(2,25)26)23-20-11-4-3-8-18(20)15-27-22-13-6-5-12-21(22)23/h3-14,24H,15H2,1-2H3/b23-16+",8.207608,194946062,7.812,8.298,8.223,7.723,8.331,8.223,8.223,8.223,8.223
Training set,"InChI=1S/C27H26N4O3S/c1-16(2)33-18-11-9-17(10-12-18)21-14-13-20-23(19-7-5-6-8-22(19)34-24(20)29-21)27(3,4)25(32)30-26-31-28-15-35-26/h5-16,23H,1-4H3,(H,30,31,32)/t23-/m1/s1",6.508638,136959763,6.208,6.431,6.497,6.172,6.832,6.497,6.497,6.497,6.497
Training set,"InChI=1S/C20H28N2O4/c1-11-17-12(2)20(3)10-16(26-19(24)21(4)5)15(25-7)9-13(20)8-14(17)22(6)18(11)23/h8-9,12,15-16H,10H2,1-7H3/t12-,15?,16?,20+/m1/s1",7.60206,136352727,7.316,7.575,7.254,6.109,7.127,7.254,7.254,7.254,7.254
Training set,"InChI=1S/C21H30O2/c1-13(22)17-6-7-18-16-5-4-14-12-15(23)8-10-20(14,2)19(16)9-11-21(17,18)3/h12,16-19H,4-11H2,1-3H3/t16-,17+,18-,19-,20-,21+/m0/s1",8.29243,172097179,8.507,8.459,8.454,8.728,8.451,8.454,8.454,8.454,8.454
Training set,"InChI=1S/C28H26F2N4O4/c1-28(2,26(36)33-27(31)37)22-18-4-3-5-20(30)23(18)38-24-19(22)10-11-21(32-24)15-6-8-16(9-7-15)25(35)34-13-12-17(29)14-34/h3-11,17,22H,12-14H2,1-2H3,(H3,31,33,36,37)/t17-,22-/m0/s1",4.477165,313068929,5.216,5.257,4.836,6.087,5.315,4.836,4.836,4.836,4.836
Training set,"InChI=1S/C16H14F6N2O2/c1-2-8-6-26-13-5-11-9(3-12(13)24(8)7-15(17,18)19)10(16(20,21)22)4-14(25)23-11/h3-5,8H,2,6-7H2,1H3,(H,23,25)",5.552842,46518320,5.242,5.441,5.544,6.052,5.592,5.544,5.544,5.544,5.544
Training set,"InChI=1S/C22H22ClNO2/c1-5-6-16-19-13(20-17(26-16)10-9-15(25)21(20)23)7-8-14-18(19)12(2)11-22(3,4)24-14/h5,7-11,16,24-25H,1,6H2,2-4H3",8.119186,104016889,7.16,7.411,6.888,6.796,6.855,6.888,6.888,6.888,6.888
Training set,"InChI=1S/C22H25ClN2/c1-12-9-17(16-8-6-7-15-14(3)11-24-21(15)16)19(23)18-13(2)10-22(4,5)25-20(12)18/h6-9,11,13,24-25H,10H2,1-5H3",7.657577,160856428,6.765,6.622,6.9,7.089,6.954,6.9,6.9,6.9,6.9
Training set,"InChI=1S/C28H32FN3O3S/c1-18(2)20-13-23-27(22-12-11-21(29)15-26(22)35-4)25(17-32(3)16-19-9-7-6-8-10-19)30-28(23)24(14-20)31-36(5,33)34/h6-15,18,30-31H,16-17H2,1-5H3",7.19382,104005458,7.135,6.911,6.704,7.023,6.24,6.704,6.704,6.704,6.704
Training set,"InChI=1S/C27H24FNO2/c1-16-15-27(2,3)29-21-11-10-19-20-14-18(28)9-12-23(20)31-24(26(19)25(16)21)13-17-7-5-6-8-22(17)30-4/h5-15,29H,1-4H3/b24-13-",8.420216,104024101,8.161,7.951,8.044,8.423,8.297,8.044,8.044,8.044,8.044
Training set,"InChI=1S/C21H21ClF2N2/c1-10-7-13(14-8-15(23)18(24)12-5-6-25-20(12)14)17(22)16-11(2)9-21(3,4)26-19(10)16/h5-8,11,25-26H,9H2,1-4H3",6.821023,160856421,6.753,6.706,7.1,7.598,6.912,7.1,7.1,7.1,7.1
Training set,"InChI=1S/C19H18FN3O2S/c1-19(2,17(25)22-18-23-21-11-26-18)16(12-6-4-3-5-7-12)13-8-9-15(24)14(20)10-13/h3-11,16,24H,1-2H3,(H,22,23,25)/t16-/m0/s1",7.259637,136355097,7.837,7.125,7.37,6.642,7.316,7.37,7.37,7.37,7.37
Training set,"InChI=1S/C23H23F2NO2/c1-5-7-16-21-14(10-11-15-19(21)13(2)12-23(3,4)26-15)20-17(27-16)8-6-9-18(20)28-22(24)25/h5-6,8-12,16,22,26H,1,7H2,2-4H3",6.457175,104016891,6.538,6.63,6.685,6.32,7.179,6.685,6.685,6.685,6.685
Training set,"InChI=1S/C27H34N2O3/c30-27(23-13-11-21(12-14-23)20-7-3-1-4-8-20)19-26(22-9-5-2-6-10-22)28-24-15-17-25(18-16-24)29(31)32/h11-18,20,22,26,28H,1-10,19H2",7.29243,104142743,8.274,7.872,7.936,7.69,7.827,7.936,7.936,7.936,7.936
Training set,"InChI=1S/C18H20N2S/c1-11-7-14(10-19)21-17(11)13-5-6-16-15(8-13)12(2)9-18(3,4)20-16/h5-8,12,20H,9H2,1-4H3",8.080922,103985759,7.566,7.851,7.644,7.615,7.642,7.644,7.644,7.644,7.644
Training set,"InChI=1S/C20H27IO2/c1-12(21)20(23)10-8-18-17-5-3-13-11-14(22)4-6-15(13)16(17)7-9-19(18,20)2/h11,15-18,23H,1,3-10H2,2H3",7.096367,103936215,8.103,7.385,7.777,7.432,7.625,7.777,7.777,7.777,7.777
Training set,"InChI=1S/C19H19N/c1-12-11-19(2,3)20-17-9-8-15-14-7-5-4-6-13(14)10-16(15)18(12)17/h4-9,11,20H,10H2,1-3H3",7.886057,103965679,7.748,7.518,7.469,7.369,7.68,7.469,7.469,7.469,7.469
Training set,"InChI=1S/C31H32FN3O5/c1-18(2)27(36)34-30(38)31(3,4)25-21-6-5-7-23(32)26(21)40-28-22(25)12-13-24(33-28)19-8-10-20(11-9-19)29(37)35-14-16-39-17-15-35/h5-13,18,25H,14-17H2,1-4H3,(H,34,36,38)/t25-/m0/s1",5.297311,313068916,5.935,5.805,6.804,6.632,6.254,6.804,6.804,6.804,6.804
Training set,"InChI=1S/C32H33FN4O5/c1-32(2,30(39)36-31(40)34-21-5-3-6-21)26-22-7-4-8-24(33)27(22)42-28-23(26)13-14-25(35-28)19-9-11-20(12-10-19)29(38)37-15-17-41-18-16-37/h4,7-14,21,26H,3,5-6,15-18H2,1-2H3,(H2,34,36,39,40)/t26-/m0/s1",5.272703,313068922,5.967,5.372,5.715,6.582,5.248,5.715,5.715,5.715,5.715
Training set,"InChI=1S/C16H15ClN2O3S/c1-22-15-7-6-10(17)8-12(15)13-9-18-16-11(13)4-3-5-14(16)19-23(2,20)21/h3-9,18-19H,1-2H3",6.632644,104005462,6.959,7.198,7.097,7.074,7.004,7.097,7.097,7.097,7.097
Training set,"InChI=1S/C24H23NO3S/c1-3-20(17-10-8-11-19(15-17)25-29(2,26)27)24-21-12-5-4-9-18(21)16-28-23-14-7-6-13-22(23)24/h4-15,25H,3,16H2,1-2H3/b24-20+",7.79588,194946063,7.712,8.128,8.285,8.014,8.27,8.285,8.285,8.285,8.285
Training set,"InChI=1S/C25H21ClFNO/c1-14-13-25(2,3)28-20-11-9-17-16-6-4-5-7-21(16)29-24(23(17)22(14)20)15-8-10-18(26)19(27)12-15/h4-13,24,28H,1-3H3",9.387216,103957938,8.831,9.017,9.081,8.365,9.096,9.081,9.081,9.081,9.081
Training set,"InChI=1S/C24H27NO3/c1-6-7-18-21-16(9-10-17-20(21)14(2)12-24(3,4)25-17)22-19(28-18)11-8-15(13-26)23(22)27-5/h6,8-12,18,25-26H,1,7,13H2,2-5H3",7,104016902,5.648,6.453,5.779,5.309,5.989,5.779,5.779,5.779,5.779
Training set,"InChI=1S/C22H25ClN2O/c1-12-10-15(18-16(26-5)7-6-14-8-9-24-21(14)18)19(23)17-13(2)11-22(3,4)25-20(12)17/h6-10,13,24-25H,11H2,1-5H3",5.853872,160856432,6.4,6.078,6.34,6.772,6.163,6.34,6.34,6.34,6.34
Training set,"InChI=1S/C28H26FNO/c1-5-18-8-6-7-9-19(18)14-25-27-21(22-15-20(29)10-13-24(22)31-25)11-12-23-26(27)17(2)16-28(3,4)30-23/h6-16,30H,5H2,1-4H3/b25-14-",8.638272,104024093,8.224,8.167,8.333,8.686,8.332,8.333,8.333,8.333,8.333
Training set,"InChI=1S/C26H24ClNO2/c1-15-14-26(2,3)28-21-11-10-19-20-13-18(29-4)9-12-22(20)30-25(24(19)23(15)21)16-5-7-17(27)8-6-16/h5-14,25,28H,1-4H3",8.619789,103957949,8.141,7.822,7.878,7.754,7.974,7.878,7.878,7.878,7.878
Training set,"InChI=1S/C25H22ClNO2/c1-14-21-19(27-25(2,3)24(14)28)13-12-18-17-6-4-5-7-20(17)29-23(22(18)21)15-8-10-16(26)11-9-15/h4-14,23,27H,1-3H3/t14-,23+/m1/s1",7.677781,103969238,8.221,7.942,8.287,7.819,8.437,8.287,8.287,8.287,8.287
Training set,"InChI=1S/C26H24ClNO/c1-15-6-5-7-17(12-15)25-24-19(20-13-18(27)8-11-22(20)29-25)9-10-21-23(24)16(2)14-26(3,4)28-21/h5-14,25,28H,1-4H3",9.259637,103957961,8.921,8.979,9.262,8.622,9.072,9.262,9.262,9.262,9.262
Training set,"InChI=1S/C24H29NO/c1-6-7-8-21-23-17(18-13-15(2)9-12-20(18)26-21)10-11-19-22(23)16(3)14-24(4,5)25-19/h9-14,21,25H,6-8H2,1-5H3",8.920819,103966317,8.547,8.45,8.6,8.693,8.478,8.6,8.6,8.6,8.6
Training set,"InChI=1S/C23H26FNO/c1-5-6-7-19-22-17(16-9-8-15(24)12-20(16)26-19)10-11-18-21(22)14(2)13-23(3,4)25-18/h8-13,19,25H,5-7H2,1-4H3",7.568636,103966318,8.399,8.552,8.351,8.511,8.501,8.351,8.351,8.351,8.351
Training set,"InChI=1S/C20H18N2O3S/c1-20(2,18(24)22-19-21-9-10-26-19)17-13-5-3-4-6-15(13)25-16-11-12(23)7-8-14(16)17/h3-11,17,23H,1-2H3,(H,21,22,24)/t17-/m0/s1",7.657577,136355100,6.718,7.156,6.786,7.103,6.892,6.786,6.786,6.786,6.786
Training set,"InChI=1S/C27H25NO/c1-17-9-11-19(12-10-17)15-24-26-21(20-7-5-6-8-23(20)29-24)13-14-22-25(26)18(2)16-27(3,4)28-22/h5-16,28H,1-4H3/b24-15-",7.154902,103962115,8.214,8.067,8.255,8.413,8.092,8.255,8.255,8.255,8.255
Training set,"InChI=1S/C26H21F2NO/c1-15-14-26(2,3)29-21-10-9-18-19-13-17(27)8-11-22(19)30-23(25(18)24(15)21)12-16-6-4-5-7-20(16)28/h4-14,29H,1-3H3/b23-12-",9.207608,104024096,8.73,9.079,8.683,8.676,8.786,8.683,8.683,8.683,8.683
Training set,"InChI=1S/C22H23ClN2O/c1-12-11-15(14-8-6-7-13-9-10-24-19(13)14)17(23)16-18(12)25-22(4,5)21(2,3)20(16)26/h6-11,24-25H,1-5H3",5.721246,125084159,5.893,6.232,5.833,6.788,5.913,5.833,5.833,5.833,5.833
Training set,"InChI=1S/C26H23NO/c1-17-16-26(2,3)27-21-14-13-20-19-11-7-8-12-22(19)28-23(25(20)24(17)21)15-18-9-5-4-6-10-18/h4-16,27H,1-3H3/b23-15-",8.309804,103962106,8.202,8.445,8.214,8.252,8.259,8.214,8.214,8.214,8.214
Training set,"InChI=1S/C19H18FNO/c1-10-9-19(2,3)21-16-8-14-13(7-12(10)16)17-11(18(14)22)5-4-6-15(17)20/h4-9,18,21-22H,1-3H3",6.347754,103965696,6.8,7.204,7.101,6.671,7.33,7.101,7.101,7.101,7.101
Training set,"InChI=1S/C27H21F4NO2/c1-15-14-26(2,3)32-20-10-9-18-19-13-17(28)8-11-22(19)33-23(25(18)24(15)20)12-16-6-4-5-7-21(16)34-27(29,30)31/h4-14,32H,1-3H3/b23-12-",8.19382,104024094,8.071,8.679,8.275,8.569,8.201,8.275,8.275,8.275,8.275
Training set,"InChI=1S/C28H26FN5O3S/c1-5-34(4)25(35)17-11-10-16(14-20(17)29)21-13-12-19-23(18-8-6-7-9-22(18)37-24(19)31-21)28(2,3)26(36)32-27-33-30-15-38-27/h6-15,23H,5H2,1-4H3,(H,32,33,36)/t23-/m1/s1",5.737786,136959754,5.698,5.695,6.025,6.45,5.676,6.025,6.025,6.025,6.025
Training set,"InChI=1S/C14H10F6N2O2/c15-13(16,17)6-22-1-2-24-11-5-9-7(3-10(11)22)8(14(18,19)20)4-12(23)21-9/h3-5H,1-2,6H2,(H,21,23)",5.275724,46518303,5.047,5.417,5.745,5.924,,5.745,5.745,5.745,5.745
Training set,"InChI=1S/C22H19FN2O3/c1-15-5-7-16(8-6-15)22(26)14-21(17-3-2-4-18(23)13-17)24-19-9-11-20(12-10-19)25(27)28/h2-13,21,24H,14H2,1H3",7.267606,104142705,6.997,7.202,7.135,7.056,7.066,7.135,7.135,7.135,7.135
Training set,"InChI=1S/C25H22ClNO2/c1-14-21-19(27-25(2,3)24(14)28)13-12-18-17-6-4-5-7-20(17)29-23(22(18)21)15-8-10-16(26)11-9-15/h4-14,23,27H,1-3H3/t14-,23-/m0/s1",8.886057,103969230,8.34,8.486,8.505,7.68,8.626,8.505,8.505,8.505,8.505
Training set,"InChI=1S/C20H25BrO3/c1-12-7-8-20(4,5)16(13(12)2)9-15-10-19(23-6)17(21)11-18(15)24-14(3)22/h7,10-11,16H,2,8-9H2,1,3-6H3/t16-/m1/s1",6.341989,103979801,7.246,7.372,7.202,7.475,7.214,7.202,7.202,7.202,7.202
Training set,"InChI=1S/C16H15F3N2O2/c17-16(18,19)11-6-15(22)20-12-7-14-13(5-10(11)12)21(3-4-23-14)8-9-1-2-9/h5-7,9H,1-4,8H2,(H,20,22)",5.69897,46518304,5.689,5.245,5.495,5.714,5.799,5.495,5.495,5.495,5.495
Training set,"InChI=1S/C26H21F4NO/c1-14-13-25(2,3)31-20-11-9-17-16-6-4-5-7-21(16)32-24(23(17)22(14)20)15-8-10-19(27)18(12-15)26(28,29)30/h4-13,24,31H,1-3H3",8.167491,103957948,8.707,8.322,8.179,7.928,8.108,8.179,8.179,8.179,8.179
Training set,"InChI=1S/C18H23BrO2/c1-11-6-12(2)14(18(3,4)10-11)7-13-8-17(21-5)15(19)9-16(13)20/h6,8-9,14,20H,1,7,10H2,2-5H3",6.962574,103979799,7.082,7.442,7.241,6.974,7.231,7.241,7.241,7.241,7.241
Training set,"InChI=1S/C25H23NO2/c1-15-21-19(26-25(2,3)24(15)27)14-13-18-17-11-7-8-12-20(17)28-23(22(18)21)16-9-5-4-6-10-16/h4-15,23,26H,1-3H3/t15-,23+/m1/s1",7.537602,103969231,7.779,7.863,7.745,7.25,7.675,7.745,7.745,7.745,7.745
Training set,"InChI=1S/C21H23FN2O3/c22-17-8-4-7-16(13-17)21(25)14-20(15-5-2-1-3-6-15)23-18-9-11-19(12-10-18)24(26)27/h4,7-13,15,20,23H,1-3,5-6,14H2",8.070581,104142728,7.915,7.67,7.774,7.636,7.813,7.774,7.774,7.774,7.774
Training set,"InChI=1S/C23H25NO2/c1-6-8-18-22-15(21-17(25-5)9-7-10-19(21)26-18)11-12-16-20(22)14(2)13-23(3,4)24-16/h6-13,18,24H,1-5H3/b8-6+",5.677781,104002704,6.459,6.192,6.586,6.907,6.532,6.586,6.586,6.586,6.586
Training set,"InChI=1S/C28H26FNO3/c1-15-7-6-8-17(26(15)29)13-22-24-18(25-21(33-22)12-11-20(31)27(25)32-5)9-10-19-23(24)16(2)14-28(3,4)30-19/h6-14,30-31H,1-5H3/b22-13-",6.062482,160855935,7.557,7.296,7.747,7.48,7.503,7.747,7.747,7.747,7.747
Training set,"InChI=1S/C27H22FNO2/c1-16-14-27(2,3)29-22-10-9-20-21-13-19(28)8-11-23(21)31-24(26(20)25(16)22)12-17-6-4-5-7-18(17)15-30/h4-15,29H,1-3H3/b24-12-",8.585027,104024087,8.195,8.314,8.458,7.823,8.451,8.458,8.458,8.458,8.458
Training set,"InChI=1S/C20H20N2O2S/c1-20(2,18(24)22-19-21-12-13-25-19)17(14-6-4-3-5-7-14)15-8-10-16(23)11-9-15/h3-13,17,23H,1-2H3,(H,21,22,24)/t17-/m0/s1",6.563837,136355087,7.041,7.289,7.087,7.047,7.362,7.087,7.087,7.087,7.087
Training set,"InChI=1S/C28H26ClF2N3O2/c1-15-22-21(34-28(2,3)26(15)36-27(35)33-13-16-8-5-4-6-9-16)12-20(30)23(24(22)31)18-11-7-10-17-19(29)14-32-25(17)18/h4-12,14-15,26,32,34H,13H2,1-3H3,(H,33,35)/t15-,26+/m0/s1",6.79588,125088836,6.163,6.56,6.066,6.557,5.912,6.066,6.066,6.066,6.066
Training set,"InChI=1S/C26H23ClFNO/c1-14-11-16(5-8-20(14)28)25-24-18(19-12-17(27)6-10-22(19)30-25)7-9-21-23(24)15(2)13-26(3,4)29-21/h5-13,25,29H,1-4H3",8.886057,103957957,9.184,9.414,9.374,8.835,9.236,9.374,9.374,9.374,9.374
Training set,"InChI=1S/C55H77NO8/c1-7-55(62)23-21-44-41-15-11-35-28-38(57)14-16-40(35)50(41)42(32-53(44,55)4)34-9-12-37(13-10-34)56(6)24-25-63-26-27-64-39-20-22-52(3)36(29-39)30-47(58)51-45-18-17-43(33(2)8-19-49(60)61)54(45,5)48(59)31-46(51)52/h1,9-10,12-13,28,33,36,39,41-48,51,58-59,62H,8,11,14-27,29-32H2,2-6H3,(H,60,61)/t33-,36+,39+,41+,42-,43-,44+,45+,46+,47-,48+,51+,52+,53+,54-,55+/m1/s1",9.318759,163359212,9.201,9.24,8.53,8.582,9.319,8.53,8.53,8.53,8.53
Training set,"InChI=1S/C23H24FNO/c1-6-13(2)22-21-16(17-11-15(24)7-10-19(17)26-22)8-9-18-20(21)14(3)12-23(4,5)25-18/h7-12,25H,6H2,1-5H3/b22-13-",8.09691,104020799,8.549,9.076,8.583,8.329,8.616,8.583,8.583,8.583,8.583
Training set,"InChI=1S/C26H23Cl2NO/c1-14-11-16(5-8-20(14)28)25-24-18(19-12-17(27)6-10-22(19)30-25)7-9-21-23(24)15(2)13-26(3,4)29-21/h5-13,25,29H,1-4H3",9.30103,103957962,8.808,9.082,9.112,8.783,9.142,9.112,9.112,9.112,9.112
Training set,"InChI=1S/C22H29FO5/c1-12-8-16-15-5-4-13-9-14(25)6-7-19(13,2)21(15,23)17(26)10-20(16,3)22(12,28)18(27)11-24/h6-7,9,12,15-17,24,26,28H,4-5,8,10-11H2,1-3H3/t12-,15+,16+,17+,19+,20+,21+,22+/m1/s1",6.251037,46518313,6.19,5.934,6.483,6.727,6.186,6.483,6.483,6.483,6.483
Training set,"InChI=1S/C19H17F2NO/c1-10-8-19(2,3)22-16-5-4-12-13-6-11(20)7-15(21)18(13)23-9-14(12)17(10)16/h4-8,22H,9H2,1-3H3",7.853872,104020805,8.018,7.412,7.576,7.419,7.668,7.576,7.576,7.576,7.576
Training set,"InChI=1S/C19H18BrNO/c1-11-9-19(2,3)21-16-6-5-13-14-8-12(20)4-7-17(14)22-10-15(13)18(11)16/h4-9,21H,10H2,1-3H3",7.823909,104020801,7.737,7.844,7.845,7.713,7.533,7.845,7.845,7.845,7.845
Training set,"InChI=1S/C26H25NO2/c1-16-15-26(2,3)27-21-14-13-20-19-7-5-6-8-22(19)29-25(24(20)23(16)21)17-9-11-18(28-4)12-10-17/h5-15,25,27H,1-4H3",7.886057,103957935,8.004,7.66,7.834,7.809,7.969,7.834,7.834,7.834,7.834
Training set,"InChI=1S/C21H16ClFN2O3/c22-16-5-1-4-15(11-16)21(26)13-20(14-3-2-6-17(23)12-14)24-18-7-9-19(10-8-18)25(27)28/h1-12,20,24H,13H2",7.638272,104142706,7.665,7.867,7.607,7.618,7.718,7.607,7.607,7.607,7.607
Training set,"InChI=1S/C28H28N2O4S/c1-15-14-28(3,4)29-19-8-7-18-25(24(15)19)22(13-23-17(11-12-35-23)16(2)30-33-6)34-21-10-9-20(31)27(32-5)26(18)21/h7-14,29,31H,1-6H3/b22-13-,30-16+",7.420216,46518689,6.433,7.178,6.574,6.664,7.175,6.574,6.574,6.574,6.574
Training set,"InChI=1S/C27H27FN2O3/c28-23-8-4-7-22(17-23)26(29-24-13-15-25(16-14-24)30(32)33)18-27(31)21-11-9-20(10-12-21)19-5-2-1-3-6-19/h4,7-17,19,26,29H,1-3,5-6,18H2",7.119186,104142716,6.859,7.086,7.048,7.176,7.049,7.048,7.048,7.048,7.048
Training set,"InChI=1S/C29H39NO3/c1-28-18-25(19-5-8-21(9-6-19)30(2)3)27-23-12-10-22(32)17-20(23)7-11-24(27)26(28)13-15-29(28,33)14-4-16-31/h5-6,8-9,17,24-26,31,33H,4,7,10-16,18H2,1-3H3/t24-,25+,26-,28+,29+/m0/s1",7.744727,160845660,7.623,7.999,7.619,7.575,7.683,7.619,7.619,7.619,7.619
Training set,"InChI=1S/C20H20FNO2/c1-11-10-20(2,3)22-15-7-6-13-14-9-12(21)5-8-16(14)24-19(23-4)18(13)17(11)15/h5-10,19,22H,1-4H3",7.420216,103966308,7.406,7.178,7.082,6.986,7.074,7.082,7.082,7.082,7.082
Training set,"InChI=1S/C29H27F2N3O3/c1-15-23-22(14-21(30)24(25(23)31)20-10-6-7-17-11-12-32-26(17)20)34-29(3,4)27(15)37-28(36)33-19-9-5-8-18(13-19)16(2)35/h5-15,27,32,34H,1-4H3,(H,33,36)/t15-,27+/m0/s1",6.167491,125088833,5.916,5.991,6.312,6.603,5.843,6.312,6.312,6.312,6.312
Training set,"InChI=1S/C20H17FN2O/c1-11-8-20(2,3)23-17-5-4-13-14-6-12(9-22)7-16(21)19(14)24-10-15(13)18(11)17/h4-8,23H,10H2,1-3H3",8.346787,104020810,7.644,7.493,7.335,7.298,7.232,7.335,7.335,7.335,7.335
Training set,"InChI=1S/C21H16BrFN2O3/c22-16-5-1-4-15(11-16)21(26)13-20(14-3-2-6-17(23)12-14)24-18-7-9-19(10-8-18)25(27)28/h1-12,20,24H,13H2",7.443697,104142739,7.53,6.964,7.217,7.337,7.262,7.217,7.217,7.217,7.217
