Ligand InChI Key,PubChem SID,LogBIO,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62,X63,X64,X65,X66,X67,X68,X69,X70,X71,X72,X73,X74,X75,X76,X77,X78,X79,X80,X81,X82,X83,X84,X85,X86,X87,X88,X89,X90,X91,X92,X93,X94,X95,X96,X97,X98,X99,X100,X101,X102,X103,X104,X105,X106,X107,X108,X109,X110,X111,X112,X113,X114,X115,X116,X117,X118,X119,X120,X121,X122,X123,X124,X125,X126,X127,X128,X129,X130,X131,X132,X133,X134,X135,X136,X137,X138,X139,X140,X141,X142,X143,X144,X145,X146,X147,X148,X149,X150,X151,X152,X153,X154,X155,X156,X157,X158,X159,X160,X161,X162,X163,X164,X165,X166,X167,X168,X169,X170,X171,X172,X173,X174,X175,X176,X177,X178,X179,X180,X181,X182,X183,X184,X185,X186,X187,X188,X189,X190,X191,X192,X193,X194,X195,X196,X197,X198,X199,X200,X201,X202,X203,X204,X205,X206,X207,X208,X209,X210,X211,X212,X213,X214,X215,X216,X217,X218,X219,X220,X221,X222,X223,X224,X225,X226,X227,X228,X229,X230,X231,X232,X233,X234,X235,X236,X237,X238,X239,X240,X241,X242,X243,X244,X245,X246,X247,X248,X249,X250,X251,X252,X253,X254,X255,X256,X257,X258,X259,X260,X261,X262,X263,X264,X265,X266,X267,X268,X269,X270,X271,X272,X273,X274,X275,X276,X277,X278,X279,X280,X281,X282,X283,X284,X285,X286,X287,X288,X289,X290,X291,X292,X293,X294,X295,X296,X297,X298,X299,X300,X301,X302,X303,X304,X305,X306,X307,X308,X309
"DKGZKTPJOSAWFA-UHFFFAOYSA-N",49689469.000000,10.221849,63.277618,686.239380,238.331920,237.444270,571.235170,115.004220,0.000000,0.000000,2.000000,3.000000,3.000000,0.000000,12.000000,0.000000,55.000000,1.000000,4.000000,29.000000,21.000000,84.966537,1.544846,0.000000,0.000000,23.000000,0.000000,1.000000,26.000000,0.000000,3.000000,2.000000,0.000000,0.000000,1.213316,-2.793719,-0.640618,0.695060,2.804114,-2.868082,-0.538080,0.805364,2.728953,-2.529150,-0.474527,0.854311,3.067428,36.162380,6.000000,0.187500,12.000000,58.000000,2.000000,32.000000,4.000000,6.000000,0.187500,44.000000,0.000000,1205.482900,1200.993200,20.269375,16.441895,13.853006,15.407567,14.082154,10.205620,7.292711,9.186853,0.000000,0.000000,0.887642,4.489693,1.025218,0.729173,17.000000,1.339698,67.324409,23.347380,-17.013718,41.128399,0.001391,-20.984335,0.536377,6.797472,0.087885,-4.486613,58.142117,0.347301,0.346008,0.832414,0.167586,1.756651,1.750108,0.000000,-0.857653,-0.413142,0.080882,2.909590,-1.169654,-0.290242,0.164454,2.904371,-0.520264,-0.216057,0.193051,3.160647,0.052657,22.203125,10.080000,5.086804,16.713030,7.505098,3.756958,4.325273,5.000000,1.000000,1.000000,0.000000,3.328000,-4.267390,11.159225,0.000000,1.000000,0.107205,0.941508,23.000000,1.000000,4.000000,8.000000,0.000000,5.058000,-5.058000,2.130480,-2.130480,0.113943,0.160247,112.825690,36.764713,0.000000,0.000000,11.908636,27.133842,0.136891,103.709460,64.602585,9.020845,17.077532,12.949531,0.000000,0.000000,0.868404,0.476535,0.098905,0.131596,0.523465,0.032690,344.000820,188.769780,39.179367,52.128899,207.359950,12.949531,0.470588,0.888889,12110.177000,1267.406000,11130.718000,11822.229000,5.058000,-5.058000,0.132266,0.165678,0.710807,0.377335,0.068843,0.289193,0.622665,0.220350,281.571620,149.473510,27.270733,114.558110,246.656220,87.287376,9.000000,1.000000,5.533680,4.000000,0.132266,0.165678,1.000000,3.217100,21.135065,14.070708,32.983234,73.329483,27.047791,0.000000,0.000000,158.788670,75.473625,17.716862,11.030020,47.724434,18.084427,30.256083,3.185575,2.756747,234.262280,84.275879,0.000000,4.964575,1.651287,1.139229,52.650002,0.388286,6.000000,3.819458,9.377544,396.129730,542.365420,385.750000,418.472630,27.133842,0.000000,0.000000,5.682576,296.246520,46.198566,32.816418,5.200094,0.155909,2.664547,2.223673,1.109504,0.399357,0.187192,0.091702,0.039867,0.017365,1004.125000,596.250000,430.250000,368.625000,326.875000,283.000000,198.500000,104.750000,0.500000,6.538348,6.519202,1.224745,0.500000,1.658312,-2.463275,-2.422193,-2.390012,-8.811888,-8.715969,-8.579089,1.365133,311.375000,327.000000,266.500000,87.125000,38.375000,17.250000,7.750000,3.125000,0.102266,0.049508,1.179614,1.157202,1.346412,1.668175,1.879688,1.910081,1.437724,1.005045,0.425396,1.677098,2.962844,3.714744,4.285210,4.376985,4.350699,3.483747,1.456560,610.427860,889.125000,1431.750000,804.250000,328.250000,102.375000,44.000000,18.250000,7.750000,3.125000,1120.375000,477.250000,61.750000,15.250000,5.625000,1.000000,0.000000,0.000000,395.478000,2602.000000,47.000000,154.000000
"HLRBSTGXOFUEHW-OAHLLOKOSA-N",252633121.000000,9.494850,50.948654,540.340520,177.506820,122.840800,412.308200,128.032330,0.000000,0.000000,3.000000,3.000000,4.000000,0.000000,12.000000,0.000000,44.000000,3.000000,7.000000,23.000000,19.000000,62.510815,1.420700,0.000000,0.000000,19.000000,0.000000,0.000000,21.000000,0.000000,1.000000,3.000000,0.000000,0.000000,1.657043,-2.747799,-0.649388,0.702940,2.671189,-2.741674,-0.576086,0.723418,2.740696,-2.462439,-0.469816,0.859824,2.957142,24.937347,2.000000,0.076923,12.000000,47.000000,0.000000,26.000000,4.000000,2.000000,0.076923,35.000000,0.000000,610.268490,422.326660,16.137465,13.211140,11.422285,12.560114,11.096556,8.237996,6.676521,8.214675,1.000000,0.000000,54.666027,187.941800,1.031490,0.723258,10.000000,1.258140,58.722740,6.575610,-4.489210,55.411549,0.054137,-10.246268,0.132304,8.094990,0.015314,-11.545850,59.900757,0.328509,0.227340,0.763053,0.236947,1.129415,0.781594,0.000000,-0.849168,-0.448808,0.129572,2.874602,-0.927621,-0.323667,0.119018,3.000201,-0.523814,-0.225038,0.243616,3.153039,0.045727,16.467455,6.378698,2.708526,13.250731,5.078602,2.139208,2.925878,4.000000,3.000000,1.000000,0.000000,3.947000,-3.493580,8.811290,0.000000,1.000000,0.377535,0.651305,20.000000,1.000000,4.000000,2.000000,0.000000,3.438000,-3.438000,1.735031,-1.735031,0.125325,0.207377,84.895134,31.002581,0.000000,0.000000,0.000000,0.000000,23.302620,73.996841,29.785450,16.917038,0.000000,30.972517,0.000000,0.000000,0.813406,0.478562,0.080113,0.186594,0.521438,0.106482,236.597050,139.200330,23.302620,54.275139,151.671840,30.972517,0.500000,1.000000,4103.876000,1527.332600,2634.879200,4045.540000,3.438000,-3.438000,0.130890,0.235602,0.711881,0.271418,0.080113,0.288119,0.728582,0.208006,207.066440,78.947853,23.302620,83.805748,211.924330,60.503128,5.000000,0.000000,3.630371,4.000000,0.130890,0.235602,0.000000,3.431140,76.155678,3.124314,0.000000,36.879158,9.556724,37.736813,0.000000,76.943886,22.850374,49.056297,8.899640,0.000000,79.279991,0.000000,29.268978,6.371150,127.177960,36.879158,33.326015,3.211424,2.335394,0.686726,63.930000,0.463579,5.700440,2.970569,8.797710,290.872190,430.525450,301.875000,323.380520,0.000000,0.000000,0.000000,0.000000,223.784730,0.000000,40.700764,4.686978,0.127576,2.661147,2.077179,1.108017,0.538317,0.290356,0.115383,0.030365,0.005020,733.750000,437.125000,326.250000,284.125000,248.375000,192.125000,124.000000,64.625000,6.964194,0.500000,7.158911,10.700467,10.259142,0.500000,-2.428985,-2.407655,-2.397791,-6.424362,-6.420764,-6.316673,1.286144,229.625000,258.125000,207.625000,98.250000,40.500000,13.500000,3.750000,0.750000,0.144828,0.054553,1.206064,1.274958,1.575438,1.841751,2.056955,1.280287,0.863993,0.761166,0.505765,1.718770,2.717731,3.214813,3.118008,2.543356,2.227938,1.397027,1.424659,488.362580,695.750000,1108.875000,635.625000,293.375000,115.250000,47.250000,15.500000,4.000000,0.750000,879.250000,377.500000,85.750000,17.000000,6.750000,2.000000,0.250000,0.000000,311.380980,1024.000000,45.000000,130.000000
"ZZJYIKPMDIWRSN-HWBMXIPRSA-N",103921865.000000,9.301030,66.572586,603.558350,153.280560,132.560610,571.271240,32.287102,0.000000,0.000000,2.000000,2.000000,2.000000,0.000000,12.000000,0.000000,58.000000,1.000000,3.000000,27.000000,25.000000,70.086411,1.208386,0.000000,0.000000,25.000000,0.000000,0.000000,31.000000,0.000000,1.000000,1.000000,0.000000,0.000000,1.463646,-2.870139,-0.461430,0.496680,2.834089,-2.864660,-0.409896,0.602240,2.870104,-2.614166,-0.287914,0.666461,3.087314,35.869415,0.000000,0.000000,12.000000,62.000000,0.000000,31.000000,5.000000,1.000000,0.032258,50.000000,0.000000,499.541350,432.147610,18.811190,16.833220,15.938793,17.233841,12.872923,10.532364,9.418103,11.223093,3.000000,0.000000,20.719950,67.393753,0.942709,0.661947,11.000000,0.416093,111.626850,11.782054,9.508153,84.260658,0.083308,-6.311909,1.643825,14.572246,0.008556,-0.715243,74.752510,0.253961,0.219632,0.946505,0.053495,0.827660,0.716000,0.000000,-0.847419,-0.344141,-0.007157,3.182884,-0.928677,-0.231498,0.088723,3.262032,-0.534460,-0.183963,0.133994,3.438310,0.070755,18.992716,6.768014,3.056327,15.812339,5.592735,2.511602,3.275342,2.000000,1.000000,1.000000,0.000000,5.528000,-5.210820,10.974319,0.000000,1.000000,0.225898,0.849754,26.000000,0.000000,5.000000,1.000000,2.000000,3.259000,-3.260000,1.518448,-1.518448,0.138420,0.255489,45.847950,142.027360,0.000000,0.000000,0.000000,0.000000,7.767541,123.369100,34.123089,0.000000,0.000000,10.324173,0.000000,0.000000,0.950224,0.538280,0.021371,0.049776,0.461720,0.028405,345.367490,195.642850,7.767541,18.091713,167.816360,10.324173,0.454545,0.833333,5817.237800,1266.208000,4763.052200,5605.215300,3.259000,-3.260000,0.127033,0.248466,0.868975,0.287775,0.021371,0.131025,0.712225,0.109654,315.836880,104.594570,7.767541,47.622322,258.864650,39.854782,6.000000,0.000000,4.011316,5.000000,0.127033,0.248466,1.000000,4.940240,25.385227,3.124314,0.000000,36.879158,15.927875,37.736813,4.410796,123.502290,41.718781,99.978043,11.019880,0.000000,28.509541,0.000000,24.320639,0.000000,198.975910,36.879158,99.978043,3.871332,1.949611,1.029764,23.469999,0.419721,5.954197,3.188410,9.249929,363.459230,546.159970,383.500000,394.016540,0.000000,0.000000,0.000000,0.000000,322.668580,0.000000,13.566921,2.200666,0.362280,2.510830,1.749517,0.632741,0.227321,0.108525,0.039737,0.019874,0.003951,957.000000,555.625000,428.125000,387.000000,348.750000,287.500000,152.500000,60.750000,0.707107,1.118034,0.500000,0.500000,0.500000,1.000000,-2.862732,-2.859071,-2.829161,-6.561888,-6.435091,-6.403867,1.281520,158.125000,130.125000,126.750000,47.375000,18.250000,7.000000,2.750000,0.625000,0.047299,0.019057,0.592337,0.611798,0.396337,0.394707,0.514253,0.878411,1.735984,2.150511,0.132670,0.405537,1.573107,1.966584,1.867464,2.904784,3.444663,3.343664,1.523230,552.280210,841.250000,1101.625000,489.375000,172.250000,52.750000,20.250000,7.375000,2.750000,0.625000,943.500000,359.250000,45.500000,5.375000,2.000000,0.375000,0.000000,0.000000,361.528990,1588.000000,58.000000,160.000000
"ZFOGIHQMXAYDAX-UHFFFAOYSA-N",103916349.000000,9.130768,50.516273,563.580020,194.519360,216.548020,506.258210,57.321827,0.000000,0.000000,2.000000,2.000000,1.000000,0.000000,15.000000,0.000000,42.000000,0.000000,1.000000,24.000000,22.000000,60.980122,1.451908,0.000000,0.000000,20.000000,0.000000,2.000000,18.000000,0.000000,2.000000,0.000000,0.000000,0.000000,1.481603,-2.658429,-0.613057,0.647434,2.562987,-2.696490,-0.453278,0.793866,2.601531,-2.363854,-0.441546,0.818030,2.858808,26.043726,2.000000,0.074074,16.000000,45.000000,1.000000,27.000000,2.000000,2.000000,0.074074,28.000000,0.000000,611.179870,680.610410,16.681435,13.467829,11.817472,13.526733,11.614194,8.061599,5.898553,7.990731,0.000000,0.000000,22.028646,69.430557,1.036339,0.734257,12.000000,0.327613,63.386383,6.096019,0.128412,48.442013,0.079137,-8.071921,0.291751,5.695143,0.005604,2.782319,48.313602,0.345149,0.384236,0.898290,0.101710,1.084460,1.207655,0.000000,-0.855004,-0.405546,0.017693,2.671293,-0.952011,-0.276063,0.191161,2.794355,-0.511146,-0.194477,0.184827,2.977628,0.049298,17.415638,7.318869,3.618370,12.632048,5.228345,2.556588,2.751863,2.000000,0.000000,1.000000,0.000000,5.006000,-4.400230,9.209966,0.000000,1.000000,0.288132,0.747392,22.000000,1.000000,4.000000,3.000000,1.000000,3.142000,-3.143000,1.355478,-1.355478,0.091560,0.232596,119.932870,12.254904,0.000000,0.000000,23.817272,0.000000,0.000000,92.635666,45.088024,18.041691,0.000000,0.000000,0.000000,0.000000,0.923606,0.500384,0.076394,0.076394,0.499616,0.000000,287.953160,156.005050,23.817272,23.817272,155.765380,0.000000,0.500000,1.000000,5536.341800,1567.356000,4065.605200,5439.722200,3.142000,-3.143000,0.129854,0.257716,0.747814,0.501711,0.093020,0.252186,0.498289,0.159166,233.146270,156.418590,29.000820,78.624161,155.351840,49.623337,6.000000,0.000000,4.131316,4.000000,0.129854,0.257716,0.625000,4.627600,0.000000,5.023407,18.242037,36.879158,3.185575,32.897186,0.000000,169.019260,18.868406,29.920227,9.328200,0.000000,34.943634,18.242037,3.185575,10.659424,177.228240,36.879158,32.897186,3.752617,2.071339,0.833203,8.170000,0.448864,5.754888,3.246191,8.892816,311.770420,441.771940,313.000000,335.664790,0.000000,0.000000,0.000000,0.000000,298.958100,0.000000,0.000000,5.235208,0.588037,2.655438,2.142041,1.189567,0.247368,0.064640,0.038037,0.012344,0.000000,831.500000,503.375000,379.625000,322.375000,276.250000,221.125000,145.375000,83.375000,0.500000,0.500000,0.707107,0.866025,1.118034,0.707107,-2.595136,-2.558365,-2.549001,-5.965084,-5.778670,-5.606574,1.303008,275.375000,310.375000,212.500000,43.875000,11.875000,5.625000,1.375000,0.000000,0.031281,0.017449,0.430719,0.395271,0.685928,1.007649,1.212553,0.640421,0.337559,0.754115,0.181197,0.763274,0.812034,2.170391,5.737332,5.817417,5.612268,0.000000,1.427701,509.998200,728.125000,1150.750000,647.250000,260.750000,43.875000,11.875000,5.625000,1.375000,0.000000,875.375000,336.875000,48.250000,0.000000,0.000000,0.000000,0.000000,0.000000,324.373990,1285.000000,39.000000,132.000000
"AADCDMQTJNYOSS-LBPRGKRZSA-N",103920793.000000,9.036212,53.375824,583.321660,101.276550,116.273830,467.404750,115.916910,0.000000,0.000000,2.000000,3.000000,4.000000,0.000000,6.000000,0.000000,48.000000,2.000000,6.000000,23.000000,17.000000,75.740036,1.577918,0.000000,0.000000,17.000000,1.000000,0.000000,25.000000,0.000000,2.000000,3.000000,0.000000,0.000000,1.980841,-2.650671,-0.463665,0.450600,2.740914,-2.778897,-0.324306,0.485943,2.728188,-2.372037,-0.205467,0.639538,3.007563,33.264175,6.000000,0.250000,6.000000,49.000000,1.000000,24.000000,4.000000,7.000000,0.291667,42.000000,0.000000,351.936000,404.167820,16.982763,14.742159,11.397341,11.991199,11.027606,8.512872,5.411614,6.122122,1.000000,0.000000,14.997282,52.231831,1.030150,0.750437,11.000000,1.005582,56.966106,17.693737,-7.168228,32.587105,0.534934,-6.406317,0.868099,3.690822,0.034640,1.591410,39.755333,0.173620,0.199331,0.801281,0.198719,0.603331,0.692873,0.000000,-0.859066,-0.421483,-0.021452,2.701831,-1.161611,-0.252441,0.035378,2.738448,-0.526454,-0.129701,0.175832,2.951832,0.147734,19.326389,8.909091,4.345679,17.336372,7.950311,3.862779,5.992590,5.000000,2.000000,1.000000,0.000000,3.118000,-3.406900,9.219114,0.000000,1.000000,0.409137,0.846052,11.000000,1.000000,2.000000,7.000000,0.000000,3.475000,-3.476000,1.970935,-1.970935,0.130471,0.182001,66.952034,67.077301,0.000000,0.000000,0.000000,13.566921,10.408187,113.847500,38.570583,10.667059,8.619013,10.324173,12.949531,0.000000,0.866144,0.447627,0.067922,0.133856,0.552373,0.065934,305.733490,158.004440,23.975109,47.248814,194.977860,23.273705,0.454545,0.833333,4563.691400,1655.893700,3424.208500,4047.280500,3.475000,-3.476000,0.156547,0.233026,0.649874,0.192702,0.067922,0.350126,0.807298,0.282205,229.393890,68.020500,23.975109,123.588420,284.961790,99.613312,6.000000,0.000000,3.659113,2.000000,0.156547,0.233026,1.000000,2.830670,54.395866,8.383098,3.981969,55.318733,30.233366,54.252274,3.500607,17.643185,37.736813,116.287530,9.164900,23.862217,39.509430,18.010750,24.340582,0.000000,74.248398,60.577518,141.184540,3.370672,1.903999,1.295558,61.799999,0.438926,5.584962,3.251159,8.765004,352.982300,454.203190,330.875000,371.416350,16.070677,0.000000,0.000000,5.682576,280.743190,12.949531,35.320175,3.714011,0.109116,2.522843,1.678517,0.885207,0.549358,0.309102,0.139549,0.057184,0.010437,730.750000,419.625000,335.250000,303.125000,268.625000,190.875000,83.875000,34.000000,0.500000,1.870829,1.500000,8.124039,8.077747,0.500000,-2.342523,-2.250369,-2.231843,-6.616283,-6.607696,-6.565144,1.311385,229.625000,273.875000,221.125000,115.000000,51.000000,23.875000,8.750000,1.625000,0.171887,0.083711,1.141609,1.155058,1.282476,1.420258,1.528661,1.510292,1.376955,1.604989,0.342129,1.442700,2.208562,2.443445,2.475359,2.222081,1.976127,3.072424,1.446911,533.982360,772.625000,1085.000000,571.250000,292.625000,131.250000,57.625000,25.375000,8.750000,1.625000,855.375000,297.375000,71.500000,16.250000,6.625000,1.500000,0.000000,0.000000,340.850980,1209.000000,37.000000,114.000000
"VMWNQDUVQKEIOC-CYBMUJFWSA-N",103916308.000000,9.000000,43.959480,461.101290,185.576490,120.092200,359.264770,101.836530,1.000000,1.000000,0.000000,0.000000,3.000000,0.000000,12.000000,0.000000,37.000000,2.000000,5.000000,20.000000,17.000000,51.776039,1.399352,0.000000,0.000000,17.000000,0.000000,0.000000,17.000000,0.000000,1.000000,2.000000,0.000000,0.000000,1.674050,-2.717521,-0.606336,0.666170,2.644666,-2.711611,-0.512819,0.725842,2.720877,-2.428073,-0.447856,0.819868,2.934520,20.564520,0.000000,0.000000,12.000000,40.000000,0.000000,23.000000,2.000000,0.000000,0.000000,28.000000,0.000000,567.121770,367.001770,13.853006,11.427063,10.085422,11.275657,9.664703,7.027585,5.558731,7.191071,1.000000,0.000000,65.484283,200.119980,1.022287,0.716419,8.000000,0.926448,63.981220,5.300690,1.256325,56.287907,0.053136,-6.639527,0.000916,7.368162,0.004501,-5.029591,55.031582,0.402464,0.260446,0.779145,0.220855,1.229929,0.795924,0.000000,-0.851113,-0.430473,0.086997,2.776963,-0.927603,-0.286380,0.136685,2.906026,-0.513959,-0.210068,0.209208,3.064317,0.051982,13.648394,5.025306,2.036982,10.602254,3.847814,1.543278,2.039775,3.000000,2.000000,1.000000,0.000000,3.226000,-3.326550,7.731041,0.000000,1.000000,0.312425,0.722237,20.000000,1.000000,4.000000,0.000000,0.000000,3.056000,-3.056000,1.408135,-1.408135,0.154419,0.253712,61.730377,49.019615,0.000000,0.000000,0.000000,0.000000,15.535081,56.935299,25.592316,16.917038,0.000000,20.648346,0.000000,0.000000,0.853139,0.512566,0.063054,0.146861,0.487434,0.083808,210.194640,126.285070,15.535081,36.183426,120.093000,20.648346,0.500000,1.000000,2720.676000,835.526250,1931.497800,2674.328100,3.056000,-3.056000,0.147251,0.265052,0.692503,0.338647,0.063054,0.307497,0.661353,0.244443,170.617680,83.435219,15.535081,75.760399,162.942860,60.225319,4.000000,0.000000,3.190188,4.000000,0.147251,0.265052,1.000000,2.945340,50.770454,3.124314,0.000000,18.439579,9.556724,70.633995,0.000000,94.587074,3.981969,10.486856,7.809760,0.000000,53.894768,0.000000,24.025549,6.371150,125.952740,18.439579,32.897186,2.870051,2.079826,0.654361,43.700001,0.514816,5.523562,2.747946,8.395707,246.378070,373.144870,261.500000,277.345060,0.000000,0.000000,0.000000,0.000000,199.517720,0.000000,27.133842,2.861035,0.164398,2.697706,2.046181,1.013373,0.504337,0.263752,0.105320,0.030479,0.003267,668.500000,386.125000,293.750000,261.500000,228.000000,190.750000,103.750000,50.375000,0.500000,0.707107,0.500000,10.653638,0.500000,10.828204,-2.516004,-2.391725,-2.373532,-6.223973,-6.194257,-6.155475,1.224915,167.375000,183.625000,179.500000,81.750000,32.875000,11.750000,3.125000,0.750000,0.124681,0.048279,0.685153,0.662605,0.869029,1.035827,1.168546,1.090692,0.627020,0.899933,0.394072,1.262773,1.976088,2.209796,1.994244,1.312707,1.335561,1.748498,1.422749,420.752470,598.625000,958.500000,519.000000,235.875000,91.875000,36.625000,12.625000,3.375000,0.750000,791.125000,335.375000,56.375000,10.125000,3.750000,0.875000,0.250000,0.000000,267.328000,680.000000,40.000000,116.000000
"CANPFCFJURGKAX-JTQLQIEISA-N",103925209.000000,8.920819,50.358654,544.530700,111.479000,166.299790,421.266050,123.264640,0.000000,0.000000,2.000000,3.000000,4.000000,0.000000,6.000000,0.000000,42.000000,2.000000,6.000000,21.000000,15.000000,68.880417,1.640010,0.000000,0.000000,15.000000,0.000000,0.000000,21.000000,1.000000,2.000000,3.000000,0.000000,0.000000,1.896756,-2.650597,-0.552134,0.540761,2.740888,-2.778880,-0.465382,0.617788,2.728153,-2.371966,-0.322251,0.726790,3.007546,32.061348,5.000000,0.227273,6.000000,43.000000,1.000000,22.000000,4.000000,6.000000,0.272727,36.000000,0.000000,377.356380,563.091060,15.405413,14.513971,9.767585,10.413849,10.078918,8.236329,4.434287,5.173433,1.000000,0.000000,54.820789,185.734680,1.291527,0.958037,10.000000,1.452607,53.556992,16.443287,1.411181,35.512234,0.006144,-13.704587,0.672476,3.006336,0.014102,-2.083486,34.101055,0.204725,0.305400,0.773631,0.226369,0.692994,1.034085,0.000000,-0.859063,-0.419473,0.043585,2.644151,-1.161608,-0.312714,0.145386,2.660488,-0.526425,-0.189192,0.182548,2.901165,0.406707,17.355371,8.022222,4.050000,16.870173,7.786449,3.926532,6.255178,5.000000,2.000000,1.000000,0.000000,2.908000,-2.988440,9.132992,0.000000,1.000000,0.340847,0.898342,11.000000,1.000000,2.000000,6.000000,0.000000,3.385000,-3.386000,1.865314,-1.865314,0.137846,0.191898,115.287090,18.747677,0.000000,0.000000,0.000000,13.566921,10.408187,95.560669,40.524761,8.458519,8.619013,10.324173,12.949531,0.000000,0.858725,0.472452,0.071686,0.141275,0.527548,0.069589,287.197720,158.009890,23.975109,47.248814,176.436660,23.273705,0.500000,1.000000,5147.001000,1566.941400,4129.858900,4597.202100,3.385000,-3.386000,0.160709,0.239220,0.630469,0.285471,0.071686,0.369531,0.714529,0.297845,210.858140,95.474930,23.975109,123.588420,238.971620,99.613312,5.000000,0.000000,3.568233,2.000000,0.160709,0.239220,1.000000,2.219500,54.395866,8.383098,5.641612,55.318733,27.047791,35.383869,0.000000,35.286369,37.736813,100.594880,8.997800,23.862217,39.509430,19.670393,17.654400,0.000000,73.023178,60.577518,125.491890,2.549074,1.790242,1.625637,61.799999,0.468276,5.459432,3.185874,8.492097,334.446560,421.954440,313.000000,347.370330,16.070677,0.000000,0.000000,5.682576,265.054630,12.949531,35.320175,4.801212,0.112247,2.585147,1.889616,0.960878,0.556877,0.336662,0.165312,0.067045,0.008486,727.500000,418.375000,323.375000,288.875000,256.250000,190.375000,91.500000,39.125000,0.500000,0.500000,1.000000,0.707107,0.707107,1.224745,-2.534972,-2.515195,-2.442154,-6.756989,-6.657692,-6.542542,1.284490,250.375000,282.000000,221.375000,116.875000,54.125000,24.250000,9.500000,1.375000,0.187476,0.088273,1.343085,1.494247,1.790867,1.983062,2.146953,2.027264,2.358502,2.482095,0.834326,1.899760,3.122046,3.504310,3.523468,3.670377,3.783947,4.876952,1.452333,505.565700,734.250000,1098.750000,589.750000,293.750000,134.000000,60.625000,25.500000,9.500000,1.375000,848.375000,307.750000,72.375000,17.125000,6.500000,1.250000,0.000000,0.000000,404.247990,963.000000,32.000000,104.000000
"XRYLGRGAWQSVQW-KRWDZBQOSA-N",103920838.000000,8.886057,54.722652,564.593750,175.587450,206.082210,493.028560,71.565178,0.000000,0.000000,2.000000,2.000000,2.000000,0.000000,12.000000,0.000000,44.000000,0.000000,2.000000,23.000000,21.000000,65.265701,1.483311,0.000000,0.000000,19.000000,1.000000,0.000000,21.000000,0.000000,2.000000,0.000000,0.000000,1.000000,1.553648,-2.786048,-0.543706,0.580631,2.687677,-2.878741,-0.372413,0.776936,2.686502,-2.500082,-0.347485,0.805723,2.967852,29.617348,1.000000,0.038462,12.000000,47.000000,0.000000,26.000000,2.000000,1.000000,0.038462,35.000000,0.000000,586.286500,687.902470,15.811191,14.907401,11.654336,12.949383,11.203510,9.377876,5.615861,7.265986,1.000000,0.000000,30.494770,101.615950,1.037713,0.747853,10.000000,0.463303,93.972664,13.187205,21.508806,74.727859,0.027567,-2.157325,1.281180,7.467990,0.004254,-2.719140,53.219055,0.310998,0.365010,0.873245,0.126755,1.038422,1.218403,0.000000,-0.858674,-0.359021,0.046588,2.826585,-0.960711,-0.243370,0.199696,2.920466,-0.514724,-0.168542,0.232939,3.108981,0.148972,16.467455,7.086925,3.520000,15.166378,6.501473,3.219655,4.287121,2.000000,0.000000,1.000000,0.000000,4.380000,-5.066480,9.901345,0.000000,1.000000,0.471375,0.735437,23.000000,1.000000,4.000000,3.000000,0.000000,3.339000,-3.338000,1.187694,-1.187694,0.053518,0.255046,85.376694,86.107277,0.000000,0.000000,0.000000,0.000000,0.000000,124.254230,34.123089,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.519867,0.000000,0.000000,0.480133,0.000000,329.861300,171.483980,0.000000,0.000000,158.377320,0.000000,0.500000,1.000000,4572.957500,1953.567900,3047.944800,4144.402300,3.339000,-3.338000,0.123989,0.242660,0.700133,0.423038,0.059906,0.299867,0.576962,0.239961,230.946720,139.543980,19.760618,98.914566,190.317320,79.153946,5.000000,0.000000,3.641210,4.000000,0.123989,0.242660,1.000000,4.431270,0.000000,6.248628,0.000000,73.758316,6.371150,54.867062,3.500607,123.502290,3.981969,71.368187,9.764399,0.000000,6.248628,3.101468,13.853725,0.000000,142.370700,73.758316,104.265370,3.251473,1.888613,1.254968,6.480000,0.463579,5.700440,3.040774,8.791247,329.861300,461.200530,332.375000,352.754760,0.000000,0.000000,0.000000,0.000000,314.913570,0.000000,0.000000,4.015710,0.403173,2.539822,1.756446,0.789572,0.218395,0.108844,0.059565,0.027397,0.001542,913.500000,531.375000,412.375000,363.500000,322.250000,248.625000,124.125000,57.875000,0.866025,0.500000,1.224745,0.500000,0.500000,0.707107,-3.066279,-2.987715,-2.928999,-6.134086,-6.100013,-6.053063,1.286861,162.875000,156.750000,161.125000,48.375000,21.000000,10.000000,3.750000,0.375000,0.050925,0.027510,0.512281,0.506048,0.373939,0.416956,0.510736,1.022379,1.431733,1.806108,0.074222,0.607625,1.599559,3.325513,3.753419,3.598678,3.614491,4.667829,1.468097,519.464970,762.625000,1074.125000,497.375000,193.375000,48.375000,21.000000,10.000000,3.750000,0.375000,911.250000,340.625000,32.250000,0.000000,0.000000,0.000000,0.000000,0.000000,344.910000,1075.000000,41.000000,126.000000
